"path_absoluto","nome_arquivo","extensao","tamanho_bytes","data_criacao","data_modificacao","sha256","tipo_classificado"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\costs.md","costs.md",".md","1441","2026-05-25 05:11:58","2026-05-25 05:11:58","3FE7BC4D118B0886A25DC1452346332B1DBF868628E70EC636F36C79BCD7EF0F","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\data-usage.md","data-usage.md",".md","1401","2026-05-25 05:12:02","2026-05-25 05:12:02","64D75D638E6B932E86E1765EEB1912133A166D29FE7A896540A36310D3620DF6","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\Referência de canais - Documentação do código Claude.pdf","Referência de canais - Documentação do código Claude.pdf",".pdf","947430","2026-05-25 05:13:36","2026-05-25 05:13:36","D619C4A3BDD90EE2FF6835DBE0CD5B81757A0AF4F90C67643F3EB6C5773659E4","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\fast-mode.md","fast-mode.md",".md","8280","2026-05-25 05:13:42","2026-05-25 05:13:42","F994F5F5BB8CAA487D4CB578A56E18E4C88BE36FFC6403B6BCC4368E36473FF7","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\features-overview.md","features-overview.md",".md","18009","2026-05-25 05:14:28","2026-05-25 05:14:28","8B9BBF3E624EFA1F80A8DDC17F98D2D1FD6F09B3B81365A8AEEB14A6CA55A850","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\fullscreen.md","fullscreen.md",".md","12808","2026-05-25 05:15:04","2026-05-25 05:15:04","6DB451A7880C0E03A8AEA1174E5F1089A59871AA521C0E5868D3EFF9200A05D3","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\github-actions.md","github-actions.md",".md","8101","2026-05-25 05:15:25","2026-05-25 05:15:25","54495108709825B8CC4A7FCB83579E25C960926A2BF87EF00A6AC3A34A5246E5","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\github-enterprise-server.md","github-enterprise-server.md",".md","7154","2026-05-25 05:15:42","2026-05-25 05:15:42","11D9AE18B73C73A3B884E5E83C7CF284ECEB11D01AE2B2A75E1A2C6F3D89A9FB","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\code.claude.com _ glossary.md","code.claude.com _ glossary.md",".md","23313","2026-05-25 05:16:00","2026-05-25 05:16:00","A5E8B4AB39C1F3115E163A942873DCE25E440AC10DE4E3096BD52EC957225FA2","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\gitlab-ci-cd.md","gitlab-ci-cd.md",".md","3353","2026-05-25 05:16:06","2026-05-25 05:16:06","EC27206445B740311E7E7B28E4FE8D21E372DDC035CDCAD35D3D4CAF03716BAF","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\google-vertex-ai.md","google-vertex-ai.md",".md","2159","2026-05-25 05:16:12","2026-05-25 05:16:12","FAE08D7C2671FD1344E6EA9C5878B758DD3A31E424E31D67DBB05E67763EE3BA","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\headless.md","headless.md",".md","3999","2026-05-25 05:16:23","2026-05-25 05:16:23","ABC87FF7F6D927B4BE32ADA31E0DA604B71A92B792DB8409AE879BE6BBF46C59","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\how-claude-code-works.md","how-claude-code-works.md",".md","3065","2026-05-25 05:16:42","2026-05-25 05:16:42","B144C7BE04A4C0EFCF34C46260008AB919EEB45F14BFB609C13FE825737E4428","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\interactive-mode.md","interactive-mode.md",".md","2980","2026-05-25 05:16:48","2026-05-25 05:16:48","553D13EC93E180F4AEE3380CEEDAEFCFF2EAC9A9ECF2D09C3FE8870FA968B78D","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\jetbrains.md","jetbrains.md",".md","1937","2026-05-25 05:16:53","2026-05-25 05:16:53","AC33101580EB390CABAF79043B6A82E84048EA33086C018BEF8791FAD1F4DAED","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\keybindings.md","keybindings.md",".md","2937","2026-05-25 05:17:00","2026-05-25 05:17:00","5CFD2158C36A82ABFE0E9ECC38CA8A4AD0D9385B20C454BA4E2F64BDE5BA8EF6","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\legal-and-compliance.md","legal-and-compliance.md",".md","1973","2026-05-25 05:17:02","2026-05-25 05:17:02","CBE02354BB4A8F06BFE65B95FC94099826C4C03E1F969CFAFE41CA85FB2CD7F5","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\llm-gateway.md","llm-gateway.md",".md","1721","2026-05-25 05:17:30","2026-05-25 05:17:30","F8F308E4FE3A2B0A56D9DD99F1C911831E110892B40B6040189595D18C71CA9F","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\memory.md","memory.md",".md","4393","2026-05-25 05:17:43","2026-05-25 05:17:43","7815673AE343B280D4BEDD00091F6BD114B8994EC42AC08E83364D6B9A5FB1FB","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\microsoft-foundry.md","microsoft-foundry.md",".md","1899","2026-05-25 05:17:48","2026-05-25 05:17:48","FC7249D9DC2A11659A871F76937F61E59E4868357311AE52EEAA5EFB6CC7C1B9","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\model-config.md","model-config.md",".md","3663","2026-05-25 05:17:58","2026-05-25 05:17:58","4A65551392F7BF1F8A7ECC35163BD1BF25D1FF2B5AA916916897A4A6FC7B0933","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\monitoring-usage.md","monitoring-usage.md",".md","2459","2026-05-25 05:18:01","2026-05-25 05:18:01","ED62DF7E25C23E2262DB9DC94499BD34F76DA0B742E7866CADF418E2CC0E7969","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\desktop-quickstart.md","desktop-quickstart.md",".md","10564","2026-05-25 05:19:56","2026-05-25 05:19:56","1CB808292AE371C59C521BB0A1F23C99008B4DB7F904F56DF52072A9C320AAFF","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\devcontainer.md","devcontainer.md",".md","17417","2026-05-25 05:20:43","2026-05-25 05:20:43","3E6C0FEEFF2F5080D34DBF62C1EA921D84C106403E0B0C6EA417BB335E215BA5","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\discover-plugins.md","discover-plugins.md",".md","18886","2026-05-25 05:21:29","2026-05-25 05:21:29","0B73223FC049E2FAB1056A128A9355DE464A4C37741A7CD9035CCCA2B1228A44","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\network-config.md","network-config.md",".md","7050","2026-05-25 05:21:56","2026-05-25 05:21:56","F8324FE0560CA2890CCED018FE27478AC616CEE02038178F42300A625A2F0D15","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\Criar e distribuir um mercado de plugins - Documentação do Claude Code.pdf","Criar e distribuir um mercado de plugins - Documentação do Claude Code.pdf",".pdf","1567180","2026-05-25 05:21:57","2026-05-25 05:21:58","09280B7550AD81AF6B5151464429B8B86246E42ADAAB8579DAFAC075E9448203","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\output-styles.md","output-styles.md",".md","8786","2026-05-25 05:22:17","2026-05-25 05:22:17","92A5B883E387E9289A5373D852904CEBD5F06192D72BB0F1449A0468147D8D7E","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\permission-modes.md","permission-modes.md",".md","11424","2026-05-25 05:22:50","2026-05-25 05:22:50","1D60CF98EA6974CE71E08E0144E44E79F676EBE369B44CC1E87E717DCB1F1535","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\Criar plugins - Documentação do Claude Code.pdf","Criar plugins - Documentação do Claude Code.pdf",".pdf","830182","2026-05-25 05:23:10","2026-05-25 05:23:10","871551460006475C0A323EED7F3CB65E0AFCE9533A5F448B5E3929FFD0FCA9EF","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\permissions.md","permissions.md",".md","12495","2026-05-25 05:23:23","2026-05-25 05:23:23","A1B402AA42B62DD8BF4C291B7F2B15831877A2DA1ACB4CD779CFB5D85E7CF023","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\platforms.md","platforms.md",".md","9416","2026-05-25 05:23:44","2026-05-25 05:23:44","9746A81E0A0125F74AE85E276A9A50ED72B6A20DD023915BF973922FB4B1695B","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\Criar subagentes personalizados - Documentação do Claude Code.pdf","Criar subagentes personalizados - Documentação do Claude Code.pdf",".pdf","1538192","2026-05-25 05:23:55","2026-05-25 05:23:55","BA007F4A2E1E44E897A0B5805C1248D5C07302176F122244C80729A150B962C9","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\plugins.md","plugins.md",".md","11484","2026-05-25 05:24:23","2026-05-25 05:24:23","DBBE839CA1A94CD9646F6287B983F31E12D5BB2F04501D260376E36DB99FA0F6","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\remote-control.md","remote-control.md",".md","2776","2026-05-25 05:24:32","2026-05-25 05:24:32","ECC5FA7F8BADE17B5D0C4453C34D2CDA04D10380FCDC9292A83D22EEBC0A8869","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\sandboxing.md","sandboxing.md",".md","3265","2026-05-25 05:24:40","2026-05-25 05:24:40","C36254257CCA4D7B6BC5FE79FE544A6A5D532BC5641E593142B0AB162C713DA7","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\Gerencie os plugins do Claude Cowork para sua organização _ Central de Ajuda do Claude.pdf","Gerencie os plugins do Claude Cowork para sua organização _ Central de Ajuda do Claude.pdf",".pdf","430292","2026-05-25 05:26:22","2026-05-25 05:26:22","4B76EBAD9BEBD5923F6AFB3511D0529A62A765AD7887442A4F67E713855E3336","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\Creating a new repository - GitHub Docs.pdf","Creating a new repository - GitHub Docs.pdf",".pdf","539629","2026-05-25 05:27:36","2026-05-25 05:27:36","20A06BA3BAC5BD110D0F2452FB36F02A4FB8854263957FFE6C110A74B136AF7C","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\sub-agents.md","sub-agents.md",".md","49486","2026-05-25 05:27:42","2026-05-25 05:27:42","B6CFD8C1656B4772F5AB08A42EB76F952BDC7930FFA29E07DA2C50C104B79C3F","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\terminal-config.md","terminal-config.md",".md","4806","2026-05-25 05:27:59","2026-05-25 05:27:59","C3560892B835BCAB0C68A918DD8784EF3B68483AE383FAA5D0A72C92F99249E9","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\third-party-integrations.md","third-party-integrations.md",".md","11302","2026-05-25 05:28:26","2026-05-25 05:28:26","2738FB06DC68960968E34368328FA53B471F49A905AD94533A19EFB4A9E25AD8","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\tools-reference.md","tools-reference.md",".md","16535","2026-05-25 05:28:53","2026-05-25 05:28:53","6CBA07B703DB758E20CB07E2406698E97BC82E67D965D5D3677004793C773A5C","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\voice-dictation.md","voice-dictation.md",".md","7732","2026-05-25 05:29:29","2026-05-25 05:29:29","895A11351906C80F36603E2C188E04D1BFA2979B55EC6C98F239E54366D3EFC0","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\web-scheduled-tasks.md","web-scheduled-tasks.md",".md","10466","2026-05-25 05:29:56","2026-05-25 05:29:56","FF9579A690DAC6EAFFC933904224BD262E8EA999646188316D3F1CEF766BB761","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\zero-data-retention.md","zero-data-retention.md",".md","6036","2026-05-25 05:30:08","2026-05-25 05:30:08","04C71224F2AFF7CE318F1BC71DB39BE51ED0A13DA39EBA3B3C53F2E2343B407D","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\vs-code.md","vs-code.md",".md","35365","2026-05-25 05:31:36","2026-05-25 05:31:36","16B95B5A5C5BE2378F9AA94AB90F6FD05E7390B3EA1F35BD4665B408356461D8","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\plugin-marketplaces.md","plugin-marketplaces.md",".md","6059","2026-05-25 05:32:21","2026-05-25 05:32:21","4C12DF8F127B395A38DAF0FCCE3A1CE0DE3C80E57FADA75B68B64476BE4BC8BD","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\_Masterpieces 2024-2026_ Curadoria de Obras Essenciais para o CTO da Meu Cumpadre.pdf","_Masterpieces 2024-2026_ Curadoria de Obras Essenciais para o CTO da Meu Cumpadre.pdf",".pdf","609384","2026-05-25 11:39:19","2026-05-25 11:39:19","06F6CADA22B63E58317646A36A7C820A4DB50DC56D470DD3FE5435775299211C","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Construindo Agentes de IA Eficazes _ Antrópicos.pdf","Construindo Agentes de IA Eficazes _ Antrópicos.pdf",".pdf","1880186","2026-05-25 11:48:56","2026-05-25 11:48:56","1A8B6E4E8C81E6501C463745DC9B86E73D302A51C7E84B6E169CA2438388138B","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Como construímos nosso sistema de pesquisa multiagente _ Antrópico.pdf","Como construímos nosso sistema de pesquisa multiagente _ Antrópico.pdf",".pdf","6753525","2026-05-25 11:51:24","2026-05-25 11:51:24","D5D04825448235D3D99F51B9D4004F48B9EFB73F63AC82B53970CC574300DAFA","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\O que é o Protocolo de Contexto do Modelo (MCP)_ - Protocolo de Contexto do Modelo.pdf","O que é o Protocolo de Contexto do Modelo (MCP)_ - Protocolo de Contexto do Modelo.pdf",".pdf","375651","2026-05-25 11:52:22","2026-05-25 11:52:22","0577B5188BFFB40A496ADB69EC4F326789C86B9F5DC409D9289687FD8898A5C0","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Apresentando o Protocolo de Contexto do Modelo _ Antrópico.pdf","Apresentando o Protocolo de Contexto do Modelo _ Antrópico.pdf",".pdf","2520603","2026-05-25 11:53:00","2026-05-25 11:53:00","83CBB654D7A565AFC8E10A20BBFEE24B954EFC7F42E8DA1DA2FC972F5FDE510F","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Seu produto de IA precisa de avaliações..pdf","Seu produto de IA precisa de avaliações..pdf",".pdf","4670623","2026-05-25 13:57:29","2026-05-25 13:58:21","822F4EDFC7814A60CDC90CE910DC76592126DC323FA7F10FAA58D129AC3913C7","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Utilizando o LLM como Juiz para Avaliação- Um Guia Completo.pdf","Utilizando o LLM como Juiz para Avaliação- Um Guia Completo.pdf",".pdf","7645207","2026-05-25 13:58:47","2026-05-25 14:00:41","6A5D1A3F45FC6D68B9CFB581889BBF8A63ECCA31281D03137CC78718855EFA5E","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\O que aprendemos em um ano construindo com LLMs.pdf","O que aprendemos em um ano construindo com LLMs.pdf",".pdf","19811491","2026-05-25 13:59:51","2026-05-25 14:03:12","0AC0CEE44CDD766940088FBC8584A706CDAE8FCF846FD51871AFE67A91796BBC","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Andrej Karpathy no X_ _There's a new kind of coding I call _vibe coding_, where you fully give.pdf","Andrej Karpathy no X_ _There's a new kind of coding I call _vibe coding_, where you fully give.pdf",".pdf","309018","2026-05-25 14:37:18","2026-05-25 14:37:18","9733E2E7349F8D2B20CFFF359278F01BACD0767072F44B8E9BEB3C846A18C4A0","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Best practices for Claude Code - Claude Code Docs.pdf","Best practices for Claude Code - Claude Code Docs.pdf",".pdf","978192","2026-05-25 14:52:37","2026-05-25 14:52:37","980C4E289FFDEBDF02BD472D962A0C461B8FD4F16FEBE179E73F09A2557F2410","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Spec-driven development with AI_ Get started with a new open source toolkit - The GitHub Blog.pdf","Spec-driven development with AI_ Get started with a new open source toolkit - The GitHub Blog.pdf",".pdf","1825410","2026-05-25 14:54:39","2026-05-25 14:54:39","95104AC95092BDCA979A860246FA8D7E2828175702C6C90C60507D644F3BB649","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\[2310.03714] DSPy_ Compiling Declarative Language Model Calls into Self-Improving Pipelines.pdf","[2310.03714] DSPy_ Compiling Declarative Language Model Calls into Self-Improving Pipelines.pdf",".pdf","273820","2026-05-25 15:10:02","2026-05-25 15:10:02","82333A560EEAA882904F395D75FCDE42457BBB0AE82F9075D3750B956A3BF16B","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Effective context engineering for AI agents _ Anthropic.pdf","Effective context engineering for AI agents _ Anthropic.pdf",".pdf","2356392","2026-05-25 15:12:39","2026-05-25 15:12:39","0B15078A593295FDA5299916CFF77292632054C3195C03B768773BE8E07AFC99","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\[2407.01449] ColPali_ Efficient Document Retrieval with Vision Language Models.pdf","[2407.01449] ColPali_ Efficient Document Retrieval with Vision Language Models.pdf",".pdf","279474","2026-05-25 15:13:16","2026-05-25 15:13:16","0A28446AA65AFAA9EC05A08D8185055A76D4F3CE5E609535E60D57A6AE378152","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Inspect - An open-source framework for large language model evaluations.pdf","Inspect - An open-source framework for large language model evaluations.pdf",".pdf","525569","2026-05-25 15:19:12","2026-05-25 15:19:12","015C4A9450B0EF0F45299D1E824C09882416B048931ADAC909ECC415BDDB6DD8","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\LLM Powered Autonomous Agents _ Lil'Log.pdf","LLM Powered Autonomous Agents _ Lil'Log.pdf",".pdf","6347650","2026-05-25 15:20:00","2026-05-25 15:20:00","8404E5923D14FC1F154575A15749BB946C62B8F04DBC5D8ED49879701D19AEB7","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Patterns for Building LLM-based Systems & Products.pdf","Patterns for Building LLM-based Systems & Products.pdf",".pdf","11014172","2026-05-25 15:20:53","2026-05-25 15:20:53","A79615F558585F04369D7707ECEDC57DD2BC0B8FE61FF1542BE5FE5E8EE46E4E","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\[2401.05566] Sleeper Agents_ Training Deceptive LLMs that Persist Through Safety Training.pdf","[2401.05566] Sleeper Agents_ Training Deceptive LLMs that Persist Through Safety Training.pdf",".pdf","300267","2026-05-25 15:21:23","2026-05-25 15:21:23","6FA4F53441E5ED2A75AE151F28C6FE0FD90F5340AA0CBD289B41FC322A3B34EF","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Four AI Agent Strategies That Improve GPT-4 and GPT-3.5 Performance.pdf","Four AI Agent Strategies That Improve GPT-4 and GPT-3.5 Performance.pdf",".pdf","783164","2026-05-25 15:22:02","2026-05-25 15:22:02","F2B2DF5CF0AD4592B49C675233102138BE2C945507B0D640941502740183168C","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Introducing Agent Skills _ Claude.pdf","Introducing Agent Skills _ Claude.pdf",".pdf","1196445","2026-05-25 15:23:22","2026-05-25 15:23:22","FD7DD8A2633A539A2AF3F5B4954B6FC8EC13276FC959AC1AB28F802C9D0032DF","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Things we learned about LLMs in 2024.pdf","Things we learned about LLMs in 2024.pdf",".pdf","1124276","2026-05-25 15:24:08","2026-05-25 15:24:08","C9C95D7927811F97E42D813BE575ADE99252F37719AE9D606C2125FBD5613A7C","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Contextual Retrieval in AI Systems _ Anthropic.pdf","Contextual Retrieval in AI Systems _ Anthropic.pdf",".pdf","4331457","2026-05-25 15:26:29","2026-05-25 15:26:29","E1D056E418FF28AEEF5E964D424028B92636E0003308236FEE504C390D8CE309","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Andrej Karpathy Software Is Changing (Again).pdf","Andrej Karpathy Software Is Changing (Again).pdf",".pdf","71294","2026-05-25 16:52:32","2026-05-25 16:52:04","AC5B16C2C0DB0A6E70255B6814EB50D6671F31BFE4F65997340DC4B2F2222357","B"
"G:\Meu Drive\0.1_MEU_CUMPADRE\0 0 Gestão Software\Documentação\LGPD _ ANDP-SCC\CLAUDE CODE\CURADORIA CTO_MC\Deep Dive into LLMs like ChatGPT.pdf","Deep Dive into LLMs like ChatGPT.pdf",".pdf","64124","2026-05-25 16:52:32","2026-05-25 16:52:04","9EF9AA02EAC01CC396D0FFAFBF45837B24C4D06873B8EDFD2311FE8ECB92B230","B"
